;Full Recipe
353;"<|startofrecipe|>ingredients:
margarine
skinless
mushroom
onion
garlic
cream of mushroom soup
milk
sherry
pepper
directions:
in skillet, in 1 tablespoon hot margarine, cook chicken 10 minutes or until browned on both sides.
remove.
in remaining 1 tablespoon hot margarine, cook mushrooms and onion with garlic powder until tender and liquid is evaporated (stirring often). add remaining ingredients.
heat to boiling.
return chicken to skillet.
cover; cook over low heat 5 minutes or until chicken is no longer pink, stirring occasionally.
serves 4.<|endofrecipe|>"
354;"<|startofrecipe|>ingredients:
red cabbage
salt
salt
pepper
sugar
cider vinegar
caraway
onion
directions:
in a pot of water with 1 tablespoon salt, boil shredded cabbage until just tender.
cook it quickly, perhaps 10 minutes at most, to retain its vitamin c.
drain; stir in chopped onion that has been glaceed in a nonstick frypan.
add salt, pepper, sugar and vinegar; stir at least two minutes until the vinegar permeates the cabbage, which will become limp.
serve hot with best herbed pork roast.<|endofrecipe|>"
355;"<|startofrecipe|>ingredients:
water
yeast
sugar
salt
melted crisco
flour
directions:
use 1/2 cup water to melt yeast.
add remainder of water to other 4 ingredients.
mix well; knead in enough flour as for biscuits.
put in a greased bowl with crisco and let rise until double in bulk.
grease top of dough with crisco.
when dough has doubled, make out rolls.
put in greased pan and let rise.
bake in moderate oven until brown.<|endofrecipe|>"
356;"<|startofrecipe|>ingredients:
rice
onion soup
cream of mushroom soup
water
chicken
directions:
spread rice in bottom of a 9 x 13-inch glass casserole dish. sprinkle onion soup mix on top.
lay chicken pieces on top and spoon mushroom soup over all.
pour water around chicken pieces. cover with foil and bake at 325° for 1 1/2 hours. take foil off the last 1/2 hour.
check liquid content and add, if necessary.<|endofrecipe|>"
357;"<|startofrecipe|>ingredients:
flour
sugar
butter
eggs
brown sugar
vanilla
baking soda
walnuts
raisins
flaked coconut
directions:
heat oven to 350°.
lightly grease an 8-inch square pan. combine flour and sugar.
using pastry blender or fork, cut in margarine until mixture resembles fine meal.
press into greased pan.
bake for 20 minutes, or just until edges are golden.<|endofrecipe|>"
358;"<|startofrecipe|>ingredients:
shell
no
lemon jell-o
vanilla ice cream
directions:
heat 3/4 cup liquid from pineapple plus water (if needed) to boiling.
remove from heat.
add jell-o.
dissolve.
add ice cream until melted.
chill until thickened (10 to 15 minutes).
fold in pineapple.
turn into pie shell.
chill until firm, about 20 minutes.
top with cool whip.<|endofrecipe|>"
359;"<|startofrecipe|>ingredients:
graham cracker crumbs
white sugar
butter
cherry pie filling
powdered sugar
cream cheese
directions:
mix graham cracker crumbs and white sugar together.
melt butter and pour over the sugar and crumbs; press into a cake pan. stir and soften cream cheese, powdered sugar and cool whip until it is light and fluffy.
add to cool crust, then pour the cherry filling on top of the cream cheese.
store in refrigerator overnight.<|endofrecipe|>"
360;"<|startofrecipe|>ingredients:
sugar
eggs
crisco oil
chocolate
flour
soda
salt
vanilla
directions:
mix all together.
bake at 350° for 25 to 35 minutes until done in center.<|endofrecipe|>"
361;"<|startofrecipe|>ingredients:
sauerkraut
tomato
beef
swiss cheese
caraway seed
rye bread
butter
directions:
spread sauerkraut in baking dish.
top with sliced tomato, dressing and corned beef.
sprinkle with cheese and caraway seed. toss rye bread crumbs with butter and sprinkle over casserole. bake, uncovered, at 375° for 20 to 25 minutes.<|endofrecipe|>"
362;"<|startofrecipe|>ingredients:
irish potatoes
sour cream
onions
parsley
sausage
directions:
mix sour cream, cheez whiz, onions and parsley.
fold in potatoes.
fold in sausage.
pour in large baking pan.
bake at 350° for 45 minutes.
top with red pepper and a few sausage slices for looks.<|endofrecipe|>"
363;"<|startofrecipe|>ingredients:
eggs
sugar
oil
pineapple
vanilla
carrots
cinnamon
soda
salt
flour
nuts
directions:
mix all ingredients well.
bake 1 hour at 350° in two loaf pans lined with waxed paper or foil.<|endofrecipe|>"
364;"<|startofrecipe|>ingredients:
chicken
margarine
chicken broth
milk
chicken soup
flour
salt
directions:
layer chicken in bottom of casserole dish and pour melted butter or margarine over chicken.
next, mix flour with milk and pour over chicken.
mix soup and broth and pour over top of casserole and gently stir across top; smooth out.
bake at 350° for 45 minutes or until golden brown and done in center.<|endofrecipe|>"
365;"<|startofrecipe|>ingredients:
potatoes
milk
margarine
salt
directions:
slice peeled potatoes in round, pretty thin slices.
layer in a deep casserole dish with butter and salt.
pour can of milk over the potatoes.
make sure they are completely covered with milk. bake, uncovered, for about 1 hour at 475°.<|endofrecipe|>"
366;"<|startofrecipe|>ingredients:
butter
brown sugar
corn syrup
salt
cooking oats
peanut butter
chocolate chips
butter
vanilla
directions:
cream butter and brown sugar.
add corn syrup.
mix well. spread mixture evenly in greased 13 x 9-inch cake pan.
bake at 350° for 15 minutes.
cool slightly.
spread peanut butter evenly over top.
melt chocolate chips and butter together until smooth. drizzle over peanut butter.
cool to set, then cut in squares.<|endofrecipe|>"
367;"<|startofrecipe|>ingredients:
cherry pie filling
pineapple
pecans
marshmallows
milk
directions:
mix all ingredients together and refrigerate 1 hour before serving.<|endofrecipe|>"
368;"<|startofrecipe|>ingredients:
oysters
cracker crumbs
butter
salt
pepper
cream
oyster liquid
worcestershire sauce
directions:
drain oysters, saving liquid.
combine crumbs, butter, salt and pepper.
spread 1/3 of butter and crumbs in greased casserole (2-quart).
cover with 1/2 of the oysters.
using another 1/3 of buttered crumbs, spread second layer and add remaining oysters. finish with last 1/3 of buttered crumbs on top.
combine liquid ingredients and pour over top.
bake at 350° for 40 minutes.<|endofrecipe|>"
369;"<|startofrecipe|>ingredients:
shortening
butter
flour
salt
cold water
directions:
cut shortening and butter into flour and salt mixture.
slowly add water while mixing with a fork (depending on weather, slightly more or less water can be used).
form into ball.
cut in half for 2 crusts.
roll out, using only a little flour.
for baked pie shells: prick with fork and bake 8 minutes at 475°.<|endofrecipe|>"
370;"<|startofrecipe|>ingredients:
boiling water
oatmeal
butter
white sugar
brown sugar
eggs
flour
salt
cinnamon
soda
baking powder
vanilla
directions:
make oatmeal.
cool about 20 minutes.
add remaining ingredients; beat until well blended.
bake in a 9 x 13-inch pan at 350° for 35 to 40 minutes.<|endofrecipe|>"
371;"<|startofrecipe|>ingredients:
pineapple
banana
mayonnaise
cherries
directions:
put one lettuce leaf on each plate.
lay a pineapple slice on top of each lettuce leaf.
stand 1/2 a banana in the hole of each pineapple.
top the banana with a bit of mayonnaise.
put a cherry on top of the mayonnaise.<|endofrecipe|>"
372;"<|startofrecipe|>ingredients:
pink salmon
potatoes
onion
egg
pepper
bread crumbs
vegetable oil
directions:
mix salmon, potatoes, onion, egg and pepper until blended. form into 8 patties, each about 3/4-inch thick.
spread crumbs on waxed paper.
gently press patties in crumbs to coat.
heat oil in a large nonstick skillet.
add patties and cook over medium heat about 4 minutes per side until heated through, golden and crisp. serves 4.<|endofrecipe|>"
373;"<|startofrecipe|>ingredients:
chicken
croquette sauce
egg
breadcrumbs
salt
pepper
directions:
cut meat or fish in small pieces; add seasonings desired and croquette sauce.
mix together and shape.
if mixture is not stiff enough to shape, chill in refrigerator half an hour.<|endofrecipe|>"
374;"<|startofrecipe|>ingredients:
corn
onions
celery
white vinegar
red sweet peppers
green sweet peppers
sugar
turmeric
mustard
celery salt
salt
directions:
combine ingredients and boil uncovered 15 minutes.
thicken with a small amount of flour if the mixture is too thin.
ladle into warm canning jars, leaving 1/8-inch headspace.
seal immediately.
process in boiling water bath 15 minutes.
very good with roast, men love it!<|endofrecipe|>"
375;"<|startofrecipe|>ingredients:
sugar
shortening
egg
soda
cinnamon
ginger
salt
flour
water
molasses
directions:
mix in order given and bake in loaf pan in moderate oven, 350°.<|endofrecipe|>"
376;"<|startofrecipe|>ingredients:
butter
sugar
eggs
milk
vanilla wafers
flaked coconut
pecans
directions:
cream butter and sugar together until light and fluffy.
add eggs, one at a time, beating well after each addition.
add crushed wafers alternately with milk.
add coconut and pecans and mix well. pour into a 12 cup tube pan greased with nonstick spray.
cook completely before removing from pan.
may be glazed with powdered sugar and topped with pecan halves and maraschino cherries. freezes well.<|endofrecipe|>"
377;"<|startofrecipe|>ingredients:
potatoes
onion
bacon
ham
cheese
butter
milk
directions:
wash the potatoes, rub them with oil and bake at 350° until done.
let them cool and cut in half lengthwise, leaving about 1/4-inch around the shell.
scoop out the potato.
set the shells aside.<|endofrecipe|>"
378;"<|startofrecipe|>ingredients:
cream of shrimp soup
milk
faux crabmeat
celery
green pepper
pimentos
onions
almonds
eggs
cheddar cheese
buttered bread crumbs
directions:
mix everything together, except cheese and crumbs, in casserole.
top with cheese, then with bread crumbs.
bake at 350° for 35 minutes.<|endofrecipe|>"
379;"<|startofrecipe|>ingredients:
ground beef
catsup
mustard
barbecue sauce
potatoes
pork
whole kernel corn
onion flakes
directions:
in skillet at medium heat, brown ground beef; drain.
add catsup, mustard, barbecue sauce, potatoes, pork and beans, corn and onion flakes.
reduce to low heat; simmer for 15 to 20 minutes or until heated through.<|endofrecipe|>"
380;"<|startofrecipe|>ingredients:
butter
flour
pecans
cream cheese
confectioners sugar
lemon instant pudding
milk
directions:
preheat oven to 350°.<|endofrecipe|>"
381;"<|startofrecipe|>ingredients:
butter
milk
eggs
oil
ready
pecans
directions:
beat cake mix, milk, eggs and oil together. add can of coconut pecan icing and mix well. add pecans. grease and flour a bundt pan. bake at 340° for 45 minutes, then turn the oven down to 315° and bake for 25 more minutes. do not open the door during the first 45 minutes.<|endofrecipe|>"
382;"<|startofrecipe|>ingredients:
potatoes o'brien
butter
flour
milk
sour cream
salt
parsley
bacon
eggs
directions:
prepare potatoes according to directions.
in large saucepan melt butter; blend in flour, salt and pepper.
add milk and stir until thick and bubbly.
remove from heat.
add sour cream, parsley and potatoes.
place mixture in 9 x 13-inch baking pan.
arrange bacon in a row down center, overlapping.
bake at 350° for 20 minutes.
make a depression in mixture on each side of bacon.
slip 1 egg into each depression.
bake until eggs are set, 10 to 12 minutes.
serves 8.<|endofrecipe|>"
383;"<|startofrecipe|>ingredients:
chuck roast
ginger
garlic
pepper
paprika
tomato paste
directions:
you will need 1 large iron kettle (pot) or 2 iron skillets.<|endofrecipe|>"
384;"<|startofrecipe|>ingredients:
eggs
milk
beef
onion
salt
cheddar cheese
directions:
beat eggs, milk and seasoned salt.
stir in remaining ingredients.
pour into greased oblong 12 x 7 1/2 x 2-inch dish or square 8 x 8 x 2-inch baking dish.
cook, uncovered, in 325° oven until omelet is set and top is golden brown, 40 to 45 minutes.<|endofrecipe|>"
385;"<|startofrecipe|>ingredients:
butter
sugar
boiling water
water
yeast
eggs
salt
flour
directions:
mix all ingredients; put in refrigerator for at least 2 hours. (can be mixed at night and next day rolled out.
dough will be sticky.)
divide dough in 3 to 4 parts.
roll in circle; cut into pie shaped wedges.
roll up from the wide end to the narrow; place on oiled cookie sheet.
let rise.
bake at 375° for 18 minutes. enjoy.<|endofrecipe|>"
386;"<|startofrecipe|>ingredients:
ground beef
onion
garlic powder
taco
tomato sauce
sour cream
cottage cheese
tortilla chips
cheese
directions:
preheat oven to 350°.
in a large skillet, brown ground beef; remove from heat and drain off any excess liquid. add onion, garlic powder, taco seasoning mix and tomato sauce; mix and set aside.<|endofrecipe|>"
387;"<|startofrecipe|>ingredients:
crab
cream cheese
mayo
lemon juice
worcestershire sauce
garlic powder
onion
parmesan cheese
directions:
mix all together except parmesan cheese.
put in small, shallow pan.
sprinkle
cheese
on	top.
bake
at 400° for 30 minutes. serve with crackers.<|endofrecipe|>"
388;"<|startofrecipe|>ingredients:
herbs
margarine
directions:
blend all together and chill overnight.<|endofrecipe|>"
389;"<|startofrecipe|>ingredients:
sugar
shortening
water
yeast
eggs
flour
directions:
in a saucepan combine sugar.
melt over medium heat the shortening and 1 cup hot water.
set aside to cool.
dissolve yeast in small bowl with 1 cup warm water (not hot).
beat eggs in a large bowl.
sift flour with salt mixed in.<|endofrecipe|>"
390;"<|startofrecipe|>ingredients:
ground beef
onion
tomatoes
rice
green pepper
olives
chili powder
garlic salt
salt
water
cheddar cheese
directions:
in a large skillet, cook ground beef and onion.
drain fat. stir in undrained tomatoes, uncooked rice, green pepper, olives, chili powder, garlic salt, salt and water.
bring to a boil. reduce heat.
cover and simmer for 20 minutes, stirring occasionally.
top with cheese.
cover and heat for about 3 minutes or until cheese melts.<|endofrecipe|>"
391;"<|startofrecipe|>ingredients:
baking potatoes
butter
cheddar cheese
whipping cream
chives
directions:
wash and peel potatoes, slicing very thin.
use 1 tablespoon of the butter and place in a shallow baking dish.
evenly layer one half of the potatoes in the dish, sprinkling lightly with salt and add 1/2 of the cheese.
layer remaining potatoes, lightly salt and place remaining cheese on top.
sprinkle with chopped chives and bake at 450°
for 45 minutes until potatoes are tender and browned on top.<|endofrecipe|>"
