;Full Recipe
1050;"<|startofrecipe|>ingredients:
shortening
peanut butter
brown sugar
sugar
vanilla
eggs
flour
baking powder
salt
coconut
directions:
cream shortening, peanut butter and sugars until light and fluffy.
add vanilla and eggs.
beat well.
mix in flour, baking powder and salt.
blend thoroughly.
stir in coconut.
spread evenly in a greased 13 x 9-inch pan.
bake at 350° for 25 minutes. cool and cut into bars.
makes 12 or so.<|endofrecipe|>"
1051;"<|startofrecipe|>ingredients:
potato
ground beef
broccoli
onions
cream of celery soup
milk
cheddar cheese
garlic powder
pepper
directions:
place potatoes on bottom and up sides of an 8 x 12-inch casserole.
bake, uncovered, at 400° for 10 minutes.
brown beef; drain.
place beef, broccoli and half of can of onions in potato shell.<|endofrecipe|>"
1052;"<|startofrecipe|>ingredients:
noodles
cream of mushroom soup
milk
sour cream
tuna
frozen
mushroom
onion
clove garlic
directions:
mix all together. pour into greased 2-quart casserole.
top with potato chips or cheese or leave plain.
bake in 350° oven until hot and bubbly, 35 to 40 minutes.
may refrigerate leftovers.<|endofrecipe|>"
1053;"<|startofrecipe|>ingredients:
sugar
buttermilk
bisquick
butter
vanilla
eggs
directions:
heat oven to 350°.
grease 9-inch pie pan.
place ingredients in blender.
place on high for 30 seconds.
pour in pie pan.
bake 30 minutes or until knife comes out clean.
serve warm with fruit.<|endofrecipe|>"
1054;"<|startofrecipe|>ingredients:
sugar
lard
sweet milk
yeast
flour
baking powder
soda
salt
directions:
heat first 3 ingredients to boiling and cool to lukewarm.
add yeast and flour to make the consistency of cake dough.
set aside to rise for 2 hours.
add baking powder, soda and salt to the dough and more flour to make a stiff batter; let rise 2 hours before baking.
this will keep days in the refrigerator.<|endofrecipe|>"
1055;"<|startofrecipe|>ingredients:
butter
sugar
brown sugar
eggs
flour
soda
baking powder
powdered milk
salt
buttermilk
brown sugar
pecans
cinnamon
nutmeg
directions:
mix together.
put on top of coffee cake batter.
refrigerate 20 minutes before putting into oven preheated to 350°.
bake 30 to 40 minutes.
freezes well.
if frozen, remove from freezer the night before.<|endofrecipe|>"
1056;"<|startofrecipe|>ingredients:
sugar
vinegar
celery
garlic salt
onion
water
salt
onion salt
celery salt
directions:
mix in 2 quart jar. slice cucumbers until jar is full.<|endofrecipe|>"
1057;"<|startofrecipe|>ingredients:
cream of broccoli
milk
soy sauce
pepper
broccoli
french fried onions
cheese
directions:
in 1 1/2 quart dish combine soup, milk, soy sauce and pepper. stir in broccoli and 1/2 can of onions.
stir.
cover with wax paper.
microwave on high for 8 minutes.
rotate dish and stir halfway through and stir.
top with remaining onions and cheese. microwave uncovered 1 minute.<|endofrecipe|>"
1058;"<|startofrecipe|>ingredients:
pie crust
sugar
flour
margarine
vanilla
eggs
milk
coconut
directions:
mix flour and sugar together.
have crust ready with about 1/2-inch coconut spread in bottom.
mix all other ingredients and pour over coconut.
bake at 350° until golden brown (30 minutes). to add a little something special, try adding a few raisins or pecans or a cupful of chocolate chips.<|endofrecipe|>"
1059;"<|startofrecipe|>ingredients:
wesson oil
sugar
eggs
pumpkin
water
flour
baking soda
salt
baking powder
cinnamon
nutmeg
ginger
nuts
raisins
directions:
heat oven to 350°.
grease 2 (9 x 5 x 3-inch) pans or 3 smaller pans.
in
a large bowl, cream oil and sugar.
stir in eggs, pumpkin
and	water.	blend
in
all	other ingredients. pour in
pans.
bake
for
70 minutes or until toothpick comes out clean.<|endofrecipe|>"
1060;"<|startofrecipe|>ingredients:
frozen shrimp
grated cheese
mayonnaise
onion
worcestershire sauce
directions:
chop shrimp and onion.
place in bowl.
add remaining ingredients and mix well (do not use blender).
chill.
serve with crackers.
makes 3 cups.<|endofrecipe|>"
1061;"<|startofrecipe|>ingredients:
cake
fresh strawberries
yogurt
directions:
prepare cake mix according to directions.
wash and slice strawberries and add yogurt.
mix well.
place a slice of cake on plate; top with strawberry yogurt mix and add fat-free whipped cream if you desire.
light and fresh!<|endofrecipe|>"
1062;"<|startofrecipe|>ingredients:
sauerkraut
cabbage
onions
tomato paste
tomatoes
thin sliced pork chops
wieners
kolbassi
directions:
mix all ingredients (except meat) in a large roaster or baking pan.
place pork chops in mixture and cover them over completely. add rest of meat, placing mixture over it and add 1 cup of water. bake at 350° for several hours (checking to be sure you baste mixture over meat.)<|endofrecipe|>"
1063;"<|startofrecipe|>ingredients:
flour
sugar
baking powder
baking soda
salt
orange rind
cheddar cheese
frozen dry-packed blueberries
orange juice
vegetable oil
egg
directions:
combine flour, sugar, baking powder, baking soda, salt, orange rind, cheese and blueberries in a large bowl.
add orange juice, shortening and egg.
beat until smooth.
pour into a well-greased 12 x 7 1/2 x 2-inch pan.
bake in a preheated moderate oven (350°) for about 45 minutes or until bread feels firm to the touch.<|endofrecipe|>"
1064;"<|startofrecipe|>ingredients:
italian sausage
ground round
onion
green pepper
celery
oregano
garlic
salt
tomatoes
tomato paste
mozzarella cheese
parmesan cheese
ricotta cheese
lasagna noodles
directions:
simmer beef and sausage until brown.
drain all fat.
simmer onion, pepper and celery until tender.
add to beef mixture.
add oregano, salt, pepper and garlic, tomatoes, tomato paste and ragu sauce.
simmer while cooking noodles.
layer sauce, noodles, mozzarella, ricotta and sauce.
should make 3 layers.
bake at 375° for 35 minutes.
let cool 10 minutes.<|endofrecipe|>"
1065;"<|startofrecipe|>ingredients:
powdered sugar
sugar
oil
butter
eggs
salt
baking soda
vanilla
cream of tartar
flour
directions:
cream powdered sugar, granulated sugar, oil and butter until light and fluffy.
beat eggs and vanilla in a small bowl.
add to mixture and blend well.
make small round balls.
press down on cookie sheet with a glass dipped in sugar.
bake 10 to 15 minutes at 350°.<|endofrecipe|>"
1066;"<|startofrecipe|>ingredients:
white wine vinegar
salt
olive oil
directions:
combine all ingredients in a screwtop jar and shake.
chill.<|endofrecipe|>"
1067;"<|startofrecipe|>ingredients:
pizza dough
onion
garlic
margarine
ricotta
mozzarella
spinach
parmesan cheese
pizza
directions:
put 1/2 pizza dough on greased sheet.
spread sauce to cover dough.
saute onion and garlic in butter; mix in cheeses and spinach.
spread on pizza dough.
place second layer of dough on top.
bake at 450° for 15 to 20 minutes.<|endofrecipe|>"
1068;"<|startofrecipe|>ingredients:
butter
eggs
baking powder
sour cream
sugar
flour
baking soda
vanilla
directions:
cream butter and sugar.
add eggs, then add sour cream and dry ingredients that have been mixed together.
put half of dough in a 9 x 13-inch pan.
sprinkle half of topping on dough.
add the rest of dough and put rest of topping on dough.
bake at 350° for 30 to 35 minutes.<|endofrecipe|>"
1069;"<|startofrecipe|>ingredients:
ground round
tomatoes
tomato sauce
onion
worcestershire sauce
yellow mustard
salt
black pepper
macaroni noodles
sharp cheese
directions:
preheat oven to 400°.
cook noodles; drain.
brown meat and onion; drain.
add tomatoes, tomato sauce, worcestershire, mustard, salt and pepper.
when mixture is hot, add cooked macaroni and grated cheese (leave enough cheese to go on top). put mixture into a large casserole dish (5 to 6-quart).
add remaining cheese.
cook 30 to 40 minutes uncovered until a little brown.<|endofrecipe|>"
1070;"<|startofrecipe|>ingredients:
unsweetened chocolate
unsalted butter
brown sugar
cake flour
buttermilk
boiling water
vanilla
eggs
baking soda
salt
directions:
heat oven to 350°.
brush cake pans with melted butter and dust with sifted flour, shaking out excess.
chill until needed.
melt chocolate in the top of a double boiler.
allow to cool.
cream together butter and sugar.
add eggs, one at a time, beating well. mix in melted, cooled chocolate.
sift together flour, baking soda and salt and add gradually to chocolate mixture, alternating with buttermilk.
stir in boiling water and vanilla.
pour batter into prepared cake pans.
bake for 30 minutes or until a cake tester comes out clean.
cool for several minutes in pans.
invert onto wire rack and cool before filling and decorating.<|endofrecipe|>"
1071;"<|startofrecipe|>ingredients:
raisins
boiling water
baking soda
eggs
sugar
flour
vanilla
salt
nuts
directions:
note:
need 12 empty well washed vegetable cans.<|endofrecipe|>"
1072;"<|startofrecipe|>ingredients:
cherry
frozen lemonade
sugar
orange juice
pineapple juice
directions:
mix kool-aid according to directions on package.
add lemonade and orange juice, plus water called for one can.
add pineapple juice and sugar; stir.
makes 2 gallons or 64 (1/2 cup) servings.<|endofrecipe|>"
1073;"<|startofrecipe|>ingredients:
caramels
milk
milk
chocolate cake
butter
nuts
chocolate chips
directions:
melt together caramels and 1/3 cup evaporated milk.
mix together 1/3 cup evaporated milk, cake mix, butter and nuts. press 1/2 cake mixture into greased and floured pan.
bake at 350° for 6 minutes (probably longer).
remove from oven.<|endofrecipe|>"
1074;"<|startofrecipe|>ingredients:
sugar
butter
eggs
flour
walnuts
vanilla
milk
soda
bananas
directions:
cream the butter and sugar.
add eggs and bananas.
sift flour and soda into mix.
add milk, vanilla and nuts.
bake in loaf pan at 350° until center is baked firm, about 30 minutes.<|endofrecipe|>"
1075;"<|startofrecipe|>ingredients:
hamburger
onion
green pepper
garlic salt
tomato sauce
catsup
amount sugar
egg noodles
cream cheese
directions:
cook beef, onion
and
green
pepper together.
salt to taste with garlic salt.
add
tomato
sauce, catsup and sugar. cook egg noodles as
directed
on package and drain.
put half of the noodles on
bottom of casserole; add half meat mixture. dice cream cheese on top
of meat.
add other half of noodles, top with last half of
meat mixture.
cook in 350° oven for 30 minutes.<|endofrecipe|>"
1076;"<|startofrecipe|>ingredients:
sugar
flour
salt
soda
nutmeg
cinnamon
allspice
nuts
eggs
buttermilk
wesson oil
prunes
directions:
mix dry ingredients together.
mix wet ingredients in separate bowl.
mix both together and bake at 350° for 30 to 35 minutes.<|endofrecipe|>"
1077;"<|startofrecipe|>ingredients:
butter
bacon
onion
celery
green bell pepper
clove garlic
potatoes
salt
black pepper
bay leaf
boiling water
tomatoes
catsup
clams
thyme
cayenne pepper
parsley
directions:
melt butter and slowly fry the bacon in a dutch oven until golden.
remove and save. add the onion, celery, bell pepper and garlic.
saute until onion is transparent. add potatoes, celery, bell pepper, bay leaf and boiling water.
simmer for 10 minutes. add tomatoes and catsup. simmer until potatoes are soft.
add clams, thyme, cayenne pepper, parsley and bacon. simmer 3 minutes. remove bay leaf.
adjust seasoning and serve.<|endofrecipe|>"
1078;"<|startofrecipe|>ingredients:
lemon
orange
cloves
allspice
cinnamon
directions:
put all ingredients in saucepan.
cover with water and allow to steep.
watch carefully.
do not allow water to evaporate.
good aroma throughout your house.
do not drink!<|endofrecipe|>"
1079;"<|startofrecipe|>ingredients:
potato
powdered sugar
peanut butter
directions:
boil potato until well done.
take peeling off and mash well. mix powdered sugar with potato until it is thick enough to roll out (takes about 1 pound box).
sprinkle dough board with powdered sugar.
roll out and spread with peanut butter.
roll up.
wrap in wax paper and refrigerate until cool enough to slice and serve.<|endofrecipe|>"
1080;"<|startofrecipe|>ingredients:
oleo/butter
vanilla
nuts
powdered sugar
flour
salt
directions:
mix oleo/butter, powdered sugar and vanilla.
sift the remaining ingredients and add to the mixture.
chill dough and roll into 1-inch balls.
bake 10 minutes at 400°.
while still warm, roll in powdered sugar.<|endofrecipe|>"
1081;"<|startofrecipe|>ingredients:
flour
cream of tartar
salt
water
vegetable oil
vanilla
coloring
directions:
cook all ingredients in 1 1/2-quart saucepan over medium heat for 4 to 5 minutes, stirring vigorously, until mixture forms a ball.
remove dough from saucepan and let stand on counter 5 minutes.
knead dough about 30 seconds or until smooth and blended. cool completely.
store in airtight container in refrigerator.<|endofrecipe|>"
1082;"<|startofrecipe|>ingredients:
flour
soda
baking powder
salt
brown sugar
butter
eggs
vanilla
chocolate chips
nuts
directions:
mix flour, soda, baking powder and salt.
melt butter and add sugar.
blend in eggs and vanilla.
add flour and mix well. sprinkle with chips and nuts.
bake at 350° for 30 minutes.<|endofrecipe|>"
1083;"<|startofrecipe|>ingredients:
tomatoes
margarine
bread crumbs
rosemary leaf
basil leaf
salt
pepper
directions:
wash tomatoes and remove stem ends.
cut tomatoes in half crosswise.
melt butter in saucepan.
brush over cut surface of tomatoes with butter.
combine bread crumbs, rosemary, basil, salt and pepper.
sprinkle crumbs over tops of tomatoes.
pour remaining butter over top of crumbs.
broil under low heat with tops of tomatoes about 3-inches from heat for 10 to 12 minutes until tomatoes are heated through and crumbs are well browned.<|endofrecipe|>"
1084;"<|startofrecipe|>ingredients:
yellow cake
pistachio instant pudding
sour cream
eggs
cold water
wesson oil
directions:
beat all together for 2 to 3 minutes.<|endofrecipe|>"
1085;"<|startofrecipe|>ingredients:
white karo
white sugar
eggs
butter
pecans
directions:
put all, except pecans, in mixing bowl; beat well with hand mixer.
stir in nuts.
place in unbaked pie shell.
bake 1 hour at 300°.<|endofrecipe|>"
